,__arm_nr_cacheflush,__arm_nr_set_tls,_llseek,_newselect,access,bind,brk,chdir,chmod,clock_gettime,clone,close,connect,dup,dup2,epoll_create,epoll_ctl,epoll_wait,execve,exit,exit_group,fchmod,fchown32,fcntl64,fdatasync,flock,fork,fstat64,fsync,ftruncate,ftruncate64,futex,getcwd,getdents64,getegid32,geteuid32,getgid32,getgroups32,getpeername,getpgid,getpid,getppid,getpriority,getrusage,getsockname,getsockopt,gettid,gettimeofday,getuid32,inotify_add_watch,inotify_rm_watch,ioctl,listen,lseek,lstat64,madvise,mkdir,mknod,mlock,mmap2,mprotect,mremap,msync,munmap,nanosleep,open,pipe,pipe2,poll,prctl,pread64,ptrace,pwrite64,read,readlink,recvfrom,recvmsg,rename,rmdir,sched_getparam,sched_getscheduler,sched_yield,sendmsg,sendto,setpgid,setpriority,setsockopt,shutdown,sigaction,sigaltstack,sigprocmask,sigsuspend,socket,socketpair,stat64,statfs64,ugetrlimit,umask,uname,unlink,utimes,vfork,wait4,write,writev,Class
10106,0,36,78,0,153,3,245,0,8,4650,35,918,6,2,3,5,7,2810,4,21,1,0,44,349,10,2,1,844,4,2,0,1040,0,298,0,0,0,0,0,0,1450,0,59,0,5,8,73,335,1520,0,0,6050,0,8,26,217,2,0,0,189,517,0,0,113,36,864,10,0,3,117,811,0,2110,1170,0,6,0,3,0,0,0,5,0,3,0,36,7,0,9,57,37,0,6,0,142,2,1,0,1,4,0,0,2,814,57,5
10107,0,137,6,197,402,57,236,0,52,3070,137,745,111,6,0,6,13,553,0,91,0,1,170,1590,310,2,0,1280,47,0,0,4470,0,55,0,0,0,0,0,0,425,0,179,0,75,4170,252,987,402,0,0,1710,0,8,556,599,56,0,0,547,17300,0,0,358,99,572,18,0,53,219,309,0,899,2690,0,29,0,38,2,0,0,9,0,12,0,154,190,0,1,228,252,0,176,0,509,4,0,0,1,40,0,0,0,4980,149,5
10108,13800,79,55,11,250,8,787,0,56,104000,78,1360,31,113,0,10,160,22500,1,19,1,4,51,984,115,4,1,1390,33,136,0,8060,0,48,12,12,12,0,0,0,16300,0,158,0,24,68,1000,2850,16200,0,0,2530,1,238,87,639,15,0,0,924,1220,0,1,579,130,1220,15,0,7,242,391,0,406,6740,1,1820,48,28,0,0,0,9,48,5,1,103,72,2,9,98,1010,0,54,14,330,2,3,0,2,47,0,0,1,3850,328,5
10109,0,58,6,0,386,0,59,0,43,705,58,212,1,0,0,2,2,5,0,44,0,0,0,7,0,2,0,382,39,0,0,993,0,2,0,0,0,0,0,0,93,0,70,0,0,3,116,133,151,0,0,254,0,8,42,414,14,0,0,210,4050,0,0,145,16,223,3,0,1,140,8,0,0,21,0,0,0,38,0,0,0,1,0,1,0,57,0,0,1,102,60,0,1,0,60,0,0,0,1,38,0,0,0,230,252,5
10110,0,65,6,27,187,12,146,0,44,4220,65,257,22,9,0,10,18,748,0,29,0,1,17,302,40,2,0,385,38,0,0,2130,0,30,10,10,10,0,0,0,715,0,94,0,22,96,233,462,703,0,0,813,1,32,50,330,10,0,0,274,674,0,0,145,35,212,16,0,11,157,62,0,75,382,0,448,3,30,0,0,0,9,3,7,0,87,108,0,1,94,162,0,57,9,146,1,1,0,1,34,0,0,0,1030,134,5
10111,35200,81,54,3,291,4,1330,0,15,155000,80,2160,36,184,0,9,184,25900,1,24,1,4,115,1530,180,4,1,2150,3,166,0,9960,0,54,12,12,12,0,0,0,17500,0,275,0,25,36,1080,3840,17500,0,0,6450,1,269,39,709,11,0,0,989,1130,0,1,630,45,1950,11,0,2,246,470,0,622,16000,1,5220,56,3,0,0,0,9,56,6,1,130,104,0,9,105,1140,0,43,14,416,2,3,0,2,17,0,0,1,5550,225,5
10112,2880,70,104,5,844,8,566,0,80,12000,69,653,17,31,0,9,42,1550,1,21,1,4,199,1830,170,4,1,1240,46,25,0,7010,0,24,12,12,12,0,0,0,449,0,165,0,15,30,473,2060,461,0,0,1220,1,189,82,575,32,0,0,995,3230,0,1,685,122,672,11,0,8,199,862,0,439,1830,1,113,10,40,0,0,0,14,10,7,1,90,38,0,9,91,1240,0,25,14,634,2,3,0,1,50,0,0,1,966,226,5
10113,15600,95,54,6,258,3,746,0,9,78800,94,2240,19,68,0,10,116,12700,1,32,1,3,54,878,115,4,1,2270,3,68,0,7940,0,63,12,12,12,0,0,0,9830,0,216,0,13,41,888,1600,9790,0,0,1090,1,217,30,733,18,0,0,825,916,0,1,459,151,2200,13,0,4,227,296,0,327,6620,1,398,24,2,0,0,0,22,24,1,1,178,53,0,9,127,689,0,27,14,279,2,3,0,1,12,0,0,1,1930,235,5
10114,2760,95,80,21,361,10,595,0,49,17000,94,718,20,51,0,12,40,2620,1,35,1,8,153,1600,280,4,1,986,32,32,0,4220,0,23,12,12,12,0,0,0,934,0,124,0,19,62,546,2310,861,0,0,1570,1,216,63,607,11,0,0,751,1250,0,1,420,93,676,20,0,10,223,356,0,619,2110,1,60,12,28,0,0,0,23,12,3,1,121,51,0,9,130,256,0,36,14,477,3,3,0,1,42,0,0,1,1200,173,5
10115,0,24,109,14,104,4,109,0,18,1820,24,191,9,6,0,1,3,141,0,10,0,2,36,332,50,2,0,321,8,0,4,628,0,38,0,0,0,0,0,0,170,0,41,0,8,39,56,279,177,0,0,587,0,13,18,164,12,0,0,160,466,0,0,90,26,181,6,0,5,122,83,0,121,397,0,367,0,9,0,0,0,6,0,1,0,30,26,0,1,34,64,0,24,0,130,2,0,0,1,10,0,0,0,281,65,5
10116,0,32,7,17,340,5,232,0,68,1290,30,582,11,5,6,1,3,112,8,17,2,7,152,1280,255,2,2,876,49,0,0,1000,0,16,0,0,0,0,0,0,209,0,93,0,10,46,63,1400,180,0,0,958,0,8,52,296,11,0,0,335,558,0,0,208,114,473,15,0,6,134,283,0,597,8670,0,12,0,43,0,0,0,6,0,1,0,28,36,0,17,49,127,0,31,0,425,3,2,0,1,53,0,0,5,270,63,5
10117,32400,50,14,7,173,4,917,0,8,95100,50,1650,21,65,0,10,172,14800,0,3,0,0,0,705,57,2,0,1690,2,117,0,4550,0,68,12,12,12,0,0,0,10000,0,85,0,15,32,944,1960,9980,0,0,1230,1,560,64,445,11,0,0,472,349,0,0,273,61,1560,14,0,2,218,44,0,127,5820,1,1320,35,3,0,0,0,4,35,1,0,56,47,0,1,53,429,0,31,14,271,4,2,0,1,15,0,0,0,2610,190,5
10118,0,97,87,62,529,27,361,0,97,8660,97,855,45,31,0,12,26,1200,0,51,0,7,187,1770,230,2,0,1450,70,0,0,4050,0,50,10,10,10,0,0,0,1150,0,189,0,52,205,319,3010,1140,0,0,2530,1,35,85,500,11,0,0,610,1260,0,0,439,116,735,26,0,25,196,550,0,571,975,0,1400,3,55,0,0,0,18,3,20,0,128,204,0,1,148,807,0,113,9,596,4,1,0,1,69,0,0,0,2530,334,5
10119,0,39,7,11,260,5,266,0,30,5820,39,368,9,39,0,7,29,668,0,9,0,6,128,1150,205,2,0,638,11,0,1,933,0,10,10,10,10,0,0,0,574,0,150,0,8,28,177,742,582,0,0,2040,1,32,21,232,13,0,0,415,2780,0,0,298,32,314,12,0,5,135,402,0,479,390,0,991,3,9,0,0,0,3,3,1,0,43,14,0,1,48,569,0,17,9,329,1,1,0,1,19,0,0,0,706,245,5
10120,0,28,54,0,24,1,80,0,0,463,27,91,1,2,0,7,11,56,1,2,1,1,0,105,0,4,1,31,1,0,0,453,0,4,10,10,10,0,0,0,41,0,24,0,0,3,186,16,52,0,0,154,1,120,22,226,1,0,0,246,332,0,1,57,2,137,8,0,1,123,14,0,0,142,0,0,2,0,0,0,0,0,2,1,1,30,0,0,9,30,43,0,2,8,43,1,2,0,1,2,0,0,1,80,28,5
10121,0,18,6,3,173,2,245,0,22,2100,18,288,5,48,0,6,41,284,0,5,0,2,80,665,80,2,0,411,12,0,0,426,0,8,0,0,0,0,0,0,325,0,135,0,4,8,79,571,314,0,0,860,0,10,15,134,5,0,0,427,579,0,0,343,23,204,8,0,1,100,429,0,193,269,0,210,0,11,0,0,0,7,0,2,0,44,6,2,1,23,862,0,5,0,226,1,0,0,1,15,0,0,0,368,76,5
10122,0,68,49,164,267,12,422,0,48,38700,68,297,21,9,0,8,16,214,0,27,0,0,0,155,5,2,0,406,40,0,0,7320,0,100,10,10,10,0,0,0,222,0,88,0,22,813,225,257,240,0,0,814,1,32,151,360,40,0,0,297,4800,0,0,140,129,259,17,0,9,187,7,0,0,1090,0,30,3,39,0,0,0,12,3,7,0,81,141,0,1,95,43,0,63,9,167,4,1,0,1,38,0,0,0,1200,103,5
10123,0,34,6,9,151,7,144,0,44,1860,34,164,15,15,0,3,7,260,0,15,0,0,0,63,0,2,0,218,41,0,0,1020,0,14,0,0,0,0,0,0,239,0,113,0,14,49,62,135,232,0,0,615,0,8,59,276,23,0,0,271,450,0,0,181,36,129,7,0,8,150,92,0,0,213,0,188,0,35,0,0,0,5,0,9,0,33,46,2,1,49,375,0,32,0,103,2,0,0,1,41,0,0,0,506,104,5
10124,0,32,6,0,23,2,119,0,2,1690,32,82,3,24,0,7,18,383,0,2,0,0,0,85,5,2,0,40,0,0,0,921,0,4,10,10,10,0,0,0,182,0,66,0,2,8,196,17,171,0,0,499,1,32,10,133,4,0,0,188,399,0,0,78,4,63,8,0,2,114,55,0,0,136,0,521,3,0,0,0,0,1,3,182,0,38,4,0,1,34,185,0,7,9,30,0,1,0,1,2,0,0,0,256,55,5
10125,0,24,93,12,162,3,156,0,9,1050,24,139,7,7,0,2,6,149,0,10,0,0,0,38,0,2,0,174,6,0,3,791,0,48,0,0,0,0,0,0,157,0,58,0,6,36,56,94,183,0,0,267,0,13,33,259,21,0,0,235,398,0,0,136,96,131,6,0,4,172,61,0,0,254,0,24,0,15,0,0,0,6,0,1,0,29,32,0,1,34,173,0,18,0,75,5,0,0,1,21,0,0,0,394,102,5
10126,0,36,364,19,1270,6,498,0,68,8240,36,1490,13,13,0,1,7,577,0,14,0,13,742,5800,955,2,0,3480,29,3,5,4470,0,52,0,0,0,0,0,0,568,0,76,0,12,55,89,5080,743,0,0,3900,0,13,40,402,18,0,0,602,999,0,0,503,78,1480,8,0,6,135,1550,0,2850,909,0,1620,0,29,0,0,0,7,0,1,0,55,34,0,1,50,174,0,35,0,1480,2,0,0,1,52,0,0,0,1100,5580,5
10127,0,48,145,12,309,7,272,0,39,7360,48,407,15,33,0,1,12,1140,0,26,0,5,78,718,120,2,0,682,30,0,6,6440,0,62,0,0,0,0,0,0,678,0,258,0,14,55,103,3730,695,0,0,2600,0,21,57,1140,39,0,0,479,1280,0,0,362,240,350,5,0,8,156,368,0,330,713,0,1090,0,34,3,0,0,9,0,6,0,62,39,0,1,74,778,0,38,0,280,2,0,0,1,43,0,0,0,7180,462,5
10128,3270,93,314,104,938,67,548,0,152,21800,93,2790,88,36,0,20,51,2270,0,34,0,6,235,2780,310,4,0,3490,106,15,7,6650,0,167,12,12,12,0,0,0,1230,0,195,0,133,331,559,3630,955,0,0,2170,1,119,230,689,32,0,0,692,2020,0,0,469,214,2530,86,0,63,228,594,0,712,26400,1,235,12,106,0,0,0,16,12,2,0,124,142,0,1,127,516,0,134,14,829,8,2,0,1,117,0,0,0,1770,278,5
10129,0,36,6,44,70,5,192,0,12,23600,36,140,10,14,0,3,7,2600,0,11,0,0,0,50,0,2,0,143,7,0,0,2320,0,20,0,0,0,0,0,0,2140,0,118,0,10,72,86,274,2150,0,0,5420,0,10,13,717,7,0,0,247,520,0,0,142,73,122,8,0,4,130,84,0,0,1970,0,5790,0,9,0,0,0,10,0,2,0,52,27,0,1,47,217,0,27,0,74,1,0,0,1,4,0,0,0,1740,169,5
10130,0,16,6,0,51,0,95,0,9,6690,16,69,1,8,0,1,3,1580,0,4,0,1,18,158,15,2,0,100,1,0,0,4830,0,10,0,0,0,0,0,0,845,0,46,0,0,3,36,135,851,0,0,2040,0,8,4,111,8,0,0,151,417,0,0,81,15,73,2,0,1,98,98,0,33,426,0,1590,0,0,0,0,0,9,0,1,0,14,0,0,1,20,160,0,1,0,67,1,0,0,1,2,0,0,0,835,49,5
10131,0,10,6,0,19,0,63,0,1,318,10,42,1,10,0,1,6,63,0,1,0,0,0,11,0,2,0,8,0,0,0,142,0,4,0,0,0,0,0,0,62,0,52,0,0,3,25,7,78,0,0,186,0,8,11,80,10,0,0,103,162,0,0,49,4,36,2,0,0,96,33,0,0,38,0,33,0,0,0,0,0,0,0,1,0,8,0,0,1,11,98,0,1,0,28,0,0,0,1,0,0,0,0,115,64,5
10132,37300,96,57,10,109,3,895,0,8,190000,95,3020,19,215,0,10,118,41900,1,35,1,1,0,476,40,4,1,2730,4,77,0,11500,0,90,12,12,12,0,0,0,33800,0,118,0,13,77,1080,3600,33700,0,0,1330,1,247,35,744,27,0,0,974,766,0,1,605,85,2760,13,0,4,266,134,0,112,10900,1,577,109,5,0,0,0,25,109,1,1,130,77,0,9,131,195,0,28,14,157,1,4,0,2,12,0,0,1,4240,167,5
10133,0,35,6,10,173,4,328,0,23,605,35,200,8,0,0,4,4,28,0,8,0,7,65,653,125,2,0,400,10,0,0,1300,0,14,0,0,0,0,0,0,57,0,68,0,8,33,83,1060,61,0,0,246,0,8,19,170,10,0,0,170,383,0,0,81,45,201,8,0,5,124,171,0,374,124,0,1,0,5,0,0,0,7,0,2,0,55,13,0,1,43,75,0,21,0,186,1,0,0,1,19,0,0,0,151,22,5
10134,0,70,334,69,265,18,256,0,36,2010,69,402,36,7,0,7,10,165,1,43,1,3,56,695,55,4,1,575,21,0,4,2230,0,72,0,0,0,0,0,0,223,0,99,0,36,99,130,724,204,0,0,584,0,129,58,574,19,0,0,453,1740,0,1,228,94,381,26,0,16,189,156,0,148,1150,0,55,0,18,0,0,0,13,0,1,1,83,90,0,9,113,145,0,63,0,282,10,1,0,1,18,0,0,1,562,155,5
10135,0,44,151,21,723,6,335,0,87,15300,44,875,11,29,0,7,18,1290,0,14,0,7,310,2520,400,2,0,1670,55,0,5,1870,0,74,10,10,10,0,0,0,1310,0,154,0,10,50,191,2350,1340,0,0,5020,1,39,84,384,14,0,0,585,914,0,0,463,92,839,13,0,6,172,732,0,985,1350,0,4020,3,60,0,0,0,7,3,1,0,57,40,0,1,58,496,0,31,9,755,4,1,0,1,67,0,0,0,1610,202,5
10136,0,49,496,24,217,7,140,0,17,2490,49,273,15,13,0,3,8,185,0,22,0,2,24,269,35,2,0,384,8,0,6,2980,0,89,0,0,0,0,0,0,229,0,180,0,14,54,99,402,277,0,0,777,0,13,57,464,19,0,0,456,1180,0,0,317,80,246,11,0,6,152,247,0,78,658,0,57,0,16,0,0,0,9,0,1,0,61,33,0,1,71,460,0,37,0,173,4,0,0,1,18,0,0,0,548,192,5
10137,0,16,6,4,58,1,101,0,11,13000,16,115,3,17,0,1,6,902,0,5,0,2,30,257,40,2,0,155,1,0,0,3630,0,2,0,0,0,0,0,0,905,0,266,0,2,9,382,178,914,0,0,3830,0,8,4,1170,5,0,0,265,1400,0,0,181,296,103,3,0,1,150,155,0,89,863,0,3300,0,0,0,0,0,1,0,1,0,363,9,0,1,21,276,0,4,0,97,1,0,0,1,2,0,0,0,1330,545,5
10138,0,90,4860,9,92,5,661,0,14,5970,80,1770,9,16,18,8,18,478,10,45,11,0,0,195,5,2,12,4330,10,0,0,2060,1,74,11,11,11,0,0,1,494,1,112,20,6,68,283,866,475,0,0,2140,2,1440,40,854,195,0,0,777,743,0,0,380,180,1510,20,0,4,233,109,0,0,7550,0,1390,2,5,0,0,0,2,2,1,0,87,19,0,151,135,453,10,60,8,115,9,11,0,3,7,0,0,22,964,145,5
10139,0,73,103,36,378,11,314,0,67,3750,73,648,20,9,0,9,16,862,0,30,0,7,133,1220,240,2,0,956,45,0,3,3200,0,56,10,10,10,0,0,0,757,0,167,0,20,93,250,1240,542,0,0,825,1,39,67,360,16,0,0,404,1180,0,0,242,3780,622,19,0,6,175,282,0,510,819,0,20,3,35,0,45,45,10,3,2,0,88,95,0,23,103,242,0,55,9,386,4,1,0,1,43,0,0,0,344,232,5
10140,0,16,6,0,73,0,45,0,20,217,16,74,1,2,0,1,3,3,0,6,0,2,22,184,35,2,0,129,10,0,0,253,0,4,0,0,0,0,0,0,19,0,31,0,0,3,35,115,34,0,0,184,0,8,17,71,15,0,0,112,367,0,0,76,5,81,2,0,1,98,88,0,80,20,0,1,0,7,0,0,0,0,0,1,0,16,0,0,1,22,106,0,1,0,75,1,0,0,1,9,0,0,0,54,48,5
10141,0,8,6,0,5,0,28,0,0,97,8,43,1,4,0,1,4,25,0,0,0,0,0,10,0,2,0,17,0,0,0,48,0,2,0,0,0,0,0,0,20,0,43,0,0,3,21,5,34,0,0,152,0,8,3,88,0,0,0,100,464,0,0,24,0,50,2,0,0,90,9,0,0,34,0,36,0,0,0,0,0,0,0,1,0,5,0,0,1,8,24,0,1,0,18,0,0,0,1,0,0,0,0,89,26,5
10142,0,20,123,11,113,3,65,0,7,466,20,118,7,0,0,1,1,3,0,7,0,0,0,32,0,2,0,151,4,0,3,1940,0,62,0,0,0,0,0,0,32,0,31,0,6,28,51,76,59,0,0,103,0,13,20,139,13,0,0,84,380,0,0,37,31,115,5,0,4,112,7,0,0,289,0,0,0,14,0,0,0,3,0,1,0,27,16,0,1,27,15,0,18,0,48,3,0,0,1,12,0,0,0,126,27,5
10143,0,35,271,18,119,5,143,0,12,1110,34,208,12,4,0,3,5,61,1,14,1,1,0,88,0,4,1,212,8,0,4,3490,0,42,0,0,0,0,0,0,88,0,67,0,10,47,85,122,103,0,0,301,0,124,38,403,28,0,0,390,1280,0,1,180,57,245,8,0,5,161,70,0,0,585,0,13,0,9,0,0,0,5,0,3,1,49,46,0,9,49,197,0,27,0,91,2,1,0,1,10,0,0,1,356,193,5
10144,0,62,6,18,515,8,238,0,58,2140,62,611,18,8,0,8,12,287,0,38,0,5,231,1890,355,2,0,1220,40,0,0,1990,0,24,0,0,0,0,0,0,521,0,158,0,16,61,146,1750,352,0,0,1490,0,10,59,427,25,0,0,471,857,0,0,355,625,595,14,0,9,185,475,0,1070,13200,0,37,0,38,0,0,0,17,0,6,0,81,47,0,1,100,233,0,40,0,558,4,0,0,1,42,0,0,0,474,130,5
10145,15200,53,54,10,149,2,885,0,10,68200,52,775,6,50,0,9,42,18000,1,8,1,3,48,714,90,4,1,790,1,30,0,4770,0,28,12,12,12,0,0,0,14200,0,143,0,4,20,518,1390,14200,0,0,899,1,220,28,548,11,0,0,551,634,0,1,260,13,777,11,0,2,198,170,0,185,3540,1,164,15,4,0,0,0,4,15,1,1,77,36,0,9,61,150,0,8,12,239,2,3,0,1,10,0,0,1,2130,113,5
10146,2,148,185,176,192,24,340,0,30,51600,147,320,33,20,0,14,27,4340,1,67,1,3,18,472,35,4,1,322,23,0,0,3570,0,26,10,10,10,0,0,0,4450,0,197,0,46,186,321,400,4350,0,0,19500,1,177,57,833,23,0,0,904,4310,0,1,497,35,308,32,0,22,324,193,0,72,4830,0,15400,3,14,0,0,0,9,3,9,1,157,106,8,9,215,635,0,51,9,193,4,2,0,1,22,0,0,1,4880,985,5
10147,0,9,6,0,7,0,38,0,0,78,9,19,1,0,0,1,1,3,0,1,0,0,0,5,0,2,0,8,0,0,0,81,0,2,0,0,0,0,0,0,10,0,28,0,0,3,23,4,23,0,0,52,0,8,3,41,0,0,0,49,144,0,0,19,1,23,2,0,0,91,15,0,0,17,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,10,25,0,1,0,16,0,0,0,1,0,0,0,0,52,14,5
10148,0,38,228,12,201,3,182,0,26,643,35,446,7,0,0,1,1,3,3,22,3,6,77,754,140,8,3,480,18,0,0,994,0,106,0,0,0,0,0,0,48,0,67,0,6,30,64,348,40,0,0,367,0,338,63,688,38,0,0,610,1960,0,3,213,47,558,5,0,3,182,133,0,262,816,0,0,0,12,0,0,0,3,0,1,3,33,28,0,25,60,33,0,19,0,313,8,3,0,1,15,0,0,3,459,118,5
10149,4620,58,54,7,179,4,618,0,21,12300,57,358,9,27,0,9,34,1790,1,13,1,6,71,878,130,4,1,495,4,29,0,4950,0,8,12,12,12,0,0,0,675,0,77,0,7,20,457,9680,689,0,0,518,1,217,31,584,10,0,0,603,935,0,1,304,103,385,12,0,2,186,248,0,324,8890,1,111,8,4,0,0,0,3,8,2,1,66,27,0,9,71,578,0,14,12,263,2,3,0,1,16,0,0,1,796,148,5
10150,0,32,75,9,764,5,269,0,126,7550,32,1050,10,40,0,2,23,550,0,18,0,6,335,2670,430,2,0,1750,87,0,0,2160,0,25,0,0,0,0,0,0,867,0,307,0,10,57,63,3900,1010,0,0,3730,0,8,92,406,515,0,0,1120,970,0,0,1040,64,972,5,0,5,183,1210,0,1080,314,0,219,0,81,0,0,0,9,0,4,0,33,29,0,1,50,807,0,27,0,1430,1,0,0,1,89,0,0,0,863,261,5
10151,0,28,9,3,68,1,162,0,14,43700,28,134,7,28,0,2,12,3780,0,15,0,1,16,162,20,4,0,128,9,0,0,894,0,8,0,0,0,0,0,0,4000,0,112,0,2,11,60,422,3710,0,0,19400,0,14,19,278,14,0,0,247,753,0,0,176,46,93,4,0,2,120,122,0,48,3590,0,14300,0,2,0,0,0,3,0,181,0,28,10,0,1,43,273,0,11,0,96,1,0,0,1,4,0,0,0,3840,234,5
10152,0,15,6,0,39,0,158,0,14,2270,15,70,1,15,0,1,6,402,0,4,0,0,0,10,0,2,0,38,11,0,0,328,0,9,0,0,0,0,0,0,295,0,65,0,0,3,31,14,421,0,0,722,0,8,44,115,21,0,0,224,616,0,0,151,12,63,2,0,1,97,125,0,0,104,0,301,0,7,0,0,0,2,0,1,0,12,0,0,1,19,460,0,1,0,51,0,0,0,1,7,0,0,0,258,121,5
10153,5390,48,54,0,56,1,571,0,3,22200,47,1190,11,56,0,8,82,4250,1,2,1,1,0,385,20,4,1,1040,1,142,0,3860,0,44,12,12,12,0,0,0,1150,0,67,0,8,11,393,1310,1160,0,0,678,1,188,28,451,7,0,0,585,608,0,1,271,33,1170,9,0,1,177,106,0,147,16400,1,231,24,2,0,0,0,3,24,1,1,62,34,0,9,50,430,0,12,12,93,1,4,0,1,6,0,0,1,1620,89,5
10154,0,21,6,0,8,4,63,0,1,858,21,109,6,16,0,1,6,111,0,1,0,0,0,28,0,2,0,123,0,0,0,477,0,10,0,0,0,0,0,0,127,0,61,0,8,23,35,35,132,0,0,383,0,8,9,141,3,0,0,133,256,0,0,45,6,86,2,0,5,103,29,0,0,365,0,210,0,0,0,0,0,2,0,7,0,18,13,0,1,22,82,0,18,0,27,0,0,0,1,0,0,0,0,192,72,5
10155,879,82,276,43,265,13,323,0,76,8830,82,338,23,14,0,9,18,1020,0,34,0,1,8,260,20,2,0,478,67,0,4,3170,0,50,12,12,12,0,0,0,617,0,112,0,23,97,315,1130,586,0,0,626,1,37,84,557,15,0,0,390,882,0,0,198,132,304,21,0,10,193,55,0,63,20100,1,44,7,62,0,0,0,9,7,1,0,98,100,0,1,116,151,0,50,12,207,6,1,0,1,65,0,0,0,577,189,5
10156,0,64,158,37,579,22,312,0,139,8910,63,909,37,21,0,9,17,859,1,29,1,6,158,1500,245,4,1,1420,73,0,0,2660,0,197,0,0,0,0,0,0,982,0,190,0,44,149,128,1860,810,0,0,2420,0,118,96,574,18,0,0,695,1820,0,1,435,86,817,26,0,22,192,455,0,634,1030,0,1140,0,66,0,0,0,12,0,11,1,69,70,0,9,93,450,0,91,0,540,3,1,0,1,71,0,0,1,1020,179,5
10157,0,40,110,7,283,2,256,0,42,3100,39,407,5,9,0,5,9,873,1,17,1,6,136,1160,225,4,1,694,27,0,0,1300,0,8,0,0,0,0,0,0,657,0,101,0,4,18,87,1320,549,0,0,999,0,122,43,392,11,0,0,462,1730,0,1,242,41,446,8,0,3,152,304,0,531,317,0,88,0,22,0,0,0,6,0,1,1,47,9,0,9,57,289,0,9,0,343,3,1,0,1,24,0,0,1,368,750,5
10158,0,22,6,5,235,1,790,0,32,6650,22,338,3,27,0,3,12,1480,0,9,0,3,118,931,175,2,0,590,23,0,0,867,0,4,0,0,0,0,0,0,999,0,100,0,2,13,52,946,819,0,0,2280,0,8,26,248,5,0,0,339,596,0,0,251,15,305,5,0,2,135,1090,0,404,420,0,1680,0,20,0,0,0,4,0,181,0,22,8,0,1,31,519,0,7,0,297,1,0,0,1,24,0,0,0,1900,124,5
10159,0,13,6,0,140,0,107,0,21,440,13,200,1,4,0,1,3,47,0,3,0,2,81,644,150,2,0,358,13,0,0,314,0,2,0,0,0,0,0,0,231,0,45,0,0,3,31,623,81,0,0,387,0,8,16,94,5,0,0,149,393,0,0,92,15,208,2,0,1,95,166,0,317,36,0,8,0,11,0,0,0,3,0,1,0,10,0,0,1,16,89,0,1,0,176,1,0,0,1,13,0,0,0,106,67,5
10160,27100,64,54,9,322,5,1130,0,15,170000,63,2720,17,196,0,9,92,39600,1,8,1,3,36,1370,159,4,1,2750,4,95,0,13600,0,88,12,12,12,0,0,0,30200,0,77,0,13,62,921,4080,30200,0,0,4690,1,651,43,798,33,0,0,908,1030,0,1,564,66,2510,13,0,5,296,242,0,257,10300,1,3260,100,7,0,0,0,19,100,2,1,86,57,0,9,72,575,0,33,14,470,9,4,0,2,27,0,0,1,4960,204,5
10161,0,12,8,0,13,2,530,0,4,1660,12,99,5,24,0,1,7,258,0,2,0,0,0,21,0,2,0,65,2,0,0,313,0,6,0,0,0,0,0,0,210,0,89,0,4,12,32,22,212,0,0,560,0,8,7,119,3,0,0,148,295,0,0,80,15,62,2,0,2,94,57,0,0,130,0,246,0,1,0,0,0,3,0,3,0,11,4,0,1,14,175,0,11,0,36,0,0,0,1,1,0,0,0,293,47,5
10162,0,12,6,0,54,0,42,0,17,49,12,63,1,0,0,1,1,3,0,2,0,2,20,175,25,2,0,115,7,0,0,140,0,2,0,0,0,0,0,0,16,0,19,0,0,3,28,106,30,0,0,103,0,8,10,50,5,0,0,57,168,0,0,18,2,72,2,0,1,94,38,0,50,19,0,0,0,6,0,0,0,0,0,1,0,10,0,0,1,14,2,0,1,0,65,1,0,0,1,8,0,0,0,37,15,5
10163,0,18,6,0,24,0,142,0,5,840,18,67,1,19,0,1,7,179,0,7,0,0,0,14,0,2,0,23,3,0,0,284,0,2,0,0,0,0,0,0,183,0,83,0,0,3,34,9,192,0,0,346,0,8,6,129,3,0,0,201,409,0,0,130,11,48,2,0,0,107,88,0,0,58,0,107,0,2,0,0,0,0,0,1,0,15,0,0,1,25,364,0,1,0,52,0,0,0,1,2,0,0,0,183,64,5
10164,0,42,39,11,75,7,347,0,11,1690,42,147,13,9,0,9,16,151,0,11,0,1,7,187,20,2,0,195,5,0,4,1180,0,42,10,10,10,0,0,0,149,0,56,0,12,38,228,149,145,0,0,286,1,32,37,317,16,0,0,353,494,0,0,202,118,138,13,0,7,169,165,0,30,258,0,48,3,15,0,0,0,9,3,4,0,61,29,0,1,53,522,0,25,9,63,4,1,0,1,18,0,0,0,289,65,5
10165,45900,78,54,14,94,6,971,0,4,314000,77,2980,17,103,0,9,83,67000,1,16,1,1,0,515,30,4,1,2800,2,98,0,13300,0,93,12,12,12,0,0,0,55800,0,107,0,14,113,937,4030,55700,0,0,1380,1,228,29,741,8,0,0,811,840,0,1,452,76,2890,15,0,7,261,196,0,131,12600,1,549,56,3,0,0,0,19,56,1,1,126,86,0,9,94,359,0,30,14,164,1,4,0,1,8,0,0,1,5560,175,5
